
"徳仁"  148 
"弘孝"  119 
"孝弘"  134 
"忠寛"  113 
"徳仁"  15200 
"弘孝"  2960 
"孝弘"  12000 
"徳仁"  146 
"弘孝"  119 
"孝弘"  134 
"徳仁"  13600 
"弘孝"  2960 
"孝弘"  12000 
"寛忠"  14300 
"忠寛"  711 
"万億"  181000 
"億万"  7650000 
